presenter_name,presenter_institution,presentation_title,session_title,session_description
Rebecca Hayes,Michigan State University,From Serendipity to Yearning: Toward Methodologies for Queer Rhetorical,Innovation and Taking Risks,"Risking Method/ology for Queer Reward: Multimodality, Literacy Sponsorscape(s), and Yearning"
Casey Miles,Michigan State University,The Multimodal Methods in Queer Video-Making Practices,Innovation and Taking Risks,"Risking Method/ology for Queer Reward: Multimodality, Literacy Sponsorscape(s), and Yearning"
Marriott,Meeting Room 11,NA,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
Alanna Frost,University of Alabama Huntsville,NA,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
Chenchen Hunag,The Pennsylvania State University,NA,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
College,"""Lend Me Your Ears: Listening to A Non-Native Instructor in a First-Year Writing Classroom""",Lend Me Your Ears: Listening to A Non-Native Instructor in a First-Year Writing Classroom,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
Maria Jerskey,LaGuardia Community College/City University of New,NA,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
York,NY,"Sea Monsters, Writing Whisperers, and Literacy Brokers: The Risks and Rewards of a Translingual Orientation in College",Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
Robert Affeldt,Adams State University,Multicultural Rhetorics: Locating Habitus in the Spaces between the Words,Language,Listening to Each Other: Muticultural Rhetorics and Translingual Orientation
Tampa CC,Room 5,NA,Professional and Technical Writing,Risky (Technical) Communication: The Ethics and Impacts of DIY Rhetoric
Derek Ross,Auburn University,NA,Professional and Technical Writing,Risky (Technical) Communication: The Ethics and Impacts of DIY Rhetoric
Marriott,Meeting Room 10,NA,Research,Recursive Online Spaces
Betsy Hall,Illinois College,NA,Research,Recursive Online Spaces
John Gallagher,University of Illinois at Urbana-Champaign,Audience Emerging,Research,Recursive Online Spaces
Stephanie Moody,Kent State University,The Risks and Rewards of Digital Publishing: Findings from an Ethnographic Study,Research,Recursive Online Spaces
Celeste Del Russo,University of Arizona,The Writing after,Research,Recursive Online Spaces
Katrina Archive Project,"10 Years Later: A Methodology of Place and Rhetorical Invention in the Archives""",NA,Research,Recursive Online Spaces
Erin Kathleen Bahl,The Ohio State University,Composing Sacred Spaces: The Rhetoric of Spatial Representation in Religious,Research,Recursive Online Spaces
Marriott,Grand Ballroom F,NA,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Bradley Dilger,Purdue University,NA,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Rebecca Rickly,Texas Tech University,A Model for,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Online,Open,NA,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Bradley Dilger,Purdue University,Diversifying Research Institutionally,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Neil Baird,Western Illinois University,Diversifying Research Institutionally,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Karen Lunsford,University of California-Santa Barbara,Innovations for IP and IRB,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
James P. Purdy,Duquesne University,Innovations for IP and IRB,Research,Networks for Research: Building Infrastructures to Support Empirical Research at #4C15 and Beyond
Tampa CC,Room 7,NA,Research,"Writing in Our Discipline: The Composing Process of Faculty Writers The speakers will present the context, methods, and findings of an IRB-approved study that investigates faculty writing practices."
Jaclyn Wells,University of Alabama at Birmingham,NA,Research,"Writing in Our Discipline: The Composing Process of Faculty Writers The speakers will present the context, methods, and findings of an IRB-approved study that investigates faculty writing practices."
Lars Soderlund,Wright State University,Findings: Identifying and Sharing Habits for Productive Practices,Research,"Writing in Our Discipline: The Composing Process of Faculty Writers The speakers will present the context, methods, and findings of an IRB-approved study that investigates faculty writing practices."
Kristine Johnson,Calvin College,Context: Rewarding Invention in Scholarly Writing,Research,"Writing in Our Discipline: The Composing Process of Faculty Writers The speakers will present the context, methods, and findings of an IRB-approved study that investigates faculty writing practices."
Jaclyn Wells,University of Alabama at Birmingham,Methods: Investigating the Research and Writing Practices of Rhetoric and Composition Scholars,Research,"Writing in Our Discipline: The Composing Process of Faculty Writers The speakers will present the context, methods, and findings of an IRB-approved study that investigates faculty writing practices."
Tampa CC,Room 9,NA,Research,Social Constructions and (Mis)Representations: Women in the Media
Ronisha Browdy,Michigan State University,What I See vs./or/and What I Know: Critically Engaging (Mis)Representations of Black Women on Reality Television,Research,Social Constructions and (Mis)Representations: Women in the Media
Allegra Smith,Graduate Student,Porn Rhetorics: Teasing Apart the Differences Between Mainstream and Feminist,Research,Social Constructions and (Mis)Representations: Women in the Media
Lisa Barca,Arizona State University,The Social Construction of Risk and Hazard in Media Reports on Sexual Assault: A Critical,Research,Social Constructions and (Mis)Representations: Women in the Media
Tampa CC,Room 10,NA,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Kat Gonso,Northeastern University,NA,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Kara Mae Brown,Northeastern University,Literacy Narratives as Comics: Student Multimodal Representations,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Rebecca Thorndike-Breeze,Northeastern University,NA,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
"""Understanding Comics","Thinking Critically about Genre""","Understanding Comics, Thinking Critically about Genre",First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Aaron Block,Northeastern University,Comics Literacy: BIFF! POW! Comics Arenâ€™t Just for Composition Anthologies,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Kat Gonso,Northeastern University,Honoring Linguistic Diversity through Comic Assignments,First-Year Composition,"Entering the Multiverse: Using Comics to Explore Multiliteracies, Multigenres, Multimodality, and Multilingualism in the FYC Classroom"
Tampa CC,Room 13,NA,First-Year Composition,Rethinking and Fostering Transfer
Donna LeCourt,University of Massachusetts-Amherst,NA,First-Year Composition,Rethinking and Fostering Transfer
Ryan Shepherd,Arizona State University,Incoming Digital Writing Transfer: Using Non-Academic Online Writing to,First-Year Composition,Rethinking and Fostering Transfer
Howard Tinberg,Bristol Community College,Reconsidering Transfer at the Community College: What Students Believe They Take and Carry from ENG 101,First-Year Composition,Rethinking and Fostering Transfer
Jessica McCaughey,George Washington University,Fostering Transfer in (Almost) Authentic Situations: Professional,First-Year Composition,Rethinking and Fostering Transfer
Tampa CC,Room 11,NA,First-Year Composition,"Writing about Writing: Implications for Assessment, Transfer, and Disciplinarity"
