presentation_title,speaker,institution,session_title,time,room,building,year,society
"Image, Sound, Text: Multimodal Composition in Face-to-Face, Hybrid, and Online Spaces",Rebecca Hallman,Univ. of Houston,Multimodality: The Leading Edge of Teaching and Learning,3:30–4:45 p.m.,404,JW Marriott,2016,MLA
Staging Stories That Heal in the Composition Classroom,Nichole Lariscy,Univ. of Alabama,Multimodality: The Leading Edge of Teaching and Learning,3:30–4:45 p.m.,404,JW Marriott,2016,MLA
NA,Melissa Flanagan,Santa Fe Coll.,Democratic Vistas: Reading and Writing in the Community College Classroom,3:30–4:45 p.m.,9A,ACC,2016,MLA
NA,David Laurence,MLA,Democratic Vistas: Reading and Writing in the Community College Classroom,3:30–4:45 p.m.,9A,ACC,2016,MLA
NA,Ian Sherman,Olympic Coll.,Democratic Vistas: Reading and Writing in the Community College Classroom,3:30–4:45 p.m.,9A,ACC,2016,MLA
"Critical Black Canadian Memory Culture, Audience, and Transformations of the Real: Agnant, Clarke, Compton",Winfried Siemerling,Univ. of Waterloo,New Directions in Black Canadian Literature,3:30–4:45 p.m.,8A,ACC,2016,MLA
Employing Digital Humanities to Identify Austin Clarke's Aesthetics of Crossing,Paul Barrett,McMaster Univ.,New Directions in Black Canadian Literature,3:30–4:45 p.m.,8A,ACC,2016,MLA
Black Canadian Art and the Aesthetics of Spatial Justice,Karina Vernon,Univ. of Toronto,New Directions in Black Canadian Literature,3:30–4:45 p.m.,8A,ACC,2016,MLA
Topographies of the Black Imaginary in Wayde Compton's Performance Bond,Darcy Ballantyne,York Univ.,New Directions in Black Canadian Literature,3:30–4:45 p.m.,8A,ACC,2016,MLA
NA,Esmaeil Haddadian-Moghaddam,Univ. of Leuven,Translations between Center and Periphery: From Iran to the West,3:30–4:45 p.m.,402,JW Marriott,2016,MLA
NA,Franklin Lewis,Univ. of Chicago,Translations between Center and Periphery: From Iran to the West,3:30–4:45 p.m.,402,JW Marriott,2016,MLA
NA,Laetitia Nanquette,Univ. of New South Wales,Translations between Center and Periphery: From Iran to the West,3:30–4:45 p.m.,402,JW Marriott,2016,MLA
NA,Nasrin Rahimieh,Univ. of California,Translations between Center and Periphery: From Iran to the West,3:30–4:45 p.m.,402,JW Marriott,2016,MLA
NA,Kamran Rastegar,Tufts Univ.,Translations between Center and Periphery: From Iran to the West,3:30–4:45 p.m.,402,JW Marriott,2016,MLA
The Migration of Objects and the Trusteeship of Memory,Jeffrey D. Wallen,Hampshire Coll.,Memory and Migration,3:30–4:45 p.m.,208,JW Marriott,2016,MLA
"Storying Memories, Migrations, and Borders",Channette Romero,Univ. of Georgia,Memory and Migration,3:30–4:45 p.m.,208,JW Marriott,2016,MLA
Many Havanas: Memory and Migration,Myrna García-Calderón,Syracuse Univ.,Memory and Migration,3:30–4:45 p.m.,208,JW Marriott,2016,MLA
The Phantom and the Spectre: Haunting and Hauntology in Chair Piment,Rebecca Krasner,Brown Univ.,Caribbean Ghosts,3:30–4:45 p.m.,407,JW Marriott,2016,MLA
Pipi's Dance with the Dead: Zombies and the Performance of Memory in Chamoiseau's Chronique des sept misères,Lindsey Smith,Univ. of Wisconsin,Caribbean Ghosts,3:30–4:45 p.m.,407,JW Marriott,2016,MLA
Toussaint's Ghosts,Susan Weeber,Penn State Univ.,Caribbean Ghosts,3:30–4:45 p.m.,407,JW Marriott,2016,MLA
The Second Generation and the Act of Listening,Charlotte Werbe,Princeton Univ.,After the Holocaust: Second-Generation Literature,3:30–4:45 p.m.,301,JW Marriott,2016,MLA
Inherited Anxiety: Patrick Modiano and Postmemory,Kelsey Madsen,Univ. of Oklahoma,After the Holocaust: Second-Generation Literature,3:30–4:45 p.m.,301,JW Marriott,2016,MLA
Searching for Atonement and Catharsis in Imagined Mémoires: Elisabeth Gille's Le Mirador,Amy Vidor,Univ. of Texas,After the Holocaust: Second-Generation Literature,3:30–4:45 p.m.,301,JW Marriott,2016,MLA
"Promoting Anti-fashion: Dress, Taste, and Self-Presentation in Wilkie Collins’s The Woman in White",Loretta A. Clayton,Middle Georgia State Univ.,"Writing on and against Fashion: Literature, Dress, and the Transformation of Style circa 1860–1930",3:30–4:45 p.m.,409,JW Marriott,2016,MLA
The Transatlantic Fashioning of the Female Aesthete in Prudence: A Story of Aesthetic London,Petra Clark,Univ. of Delaware,"Writing on and against Fashion: Literature, Dress, and the Transformation of Style circa 1860–1930",3:30–4:45 p.m.,409,JW Marriott,2016,MLA
'Simple Habits': Facing Fashion in Dreiser’s Sister Carrie,Rochelle Rives,Borough of Manhattan Community Coll.,"Writing on and against Fashion: Literature, Dress, and the Transformation of Style circa 1860–1930",3:30–4:45 p.m.,409,JW Marriott,2016,MLA
'Anybody’s Girl': Fashionable Clothing in Jessie Fauset’s The Chinaberry Tree,Kimberly Lamm,Duke Univ.,"Writing on and against Fashion: Literature, Dress, and the Transformation of Style circa 1860–1930",3:30–4:45 p.m.,409,JW Marriott,2016,MLA
Cleaning Up the Bayou: Soiled Politics and Unnatural Disaster in Faulkner's Old Man,Alexandra Rahr,Univ. of Toronto,The Dirty Coast,3:30–4:45 p.m.,5B,ACC,2016,MLA
Stuck in the Mud,Sharon O'Dair,Univ. of Alabama,The Dirty Coast,3:30–4:45 p.m.,5B,ACC,2016,MLA
Essaying Louis Armstrong International Airport,Christopher Schaberg,Loyola Univ.,The Dirty Coast,3:30–4:45 p.m.,5B,ACC,2016,MLA
Wetlands and the Paradox of the Pastoral in Pastoral Care,Martha R. Serpas,Univ. of Houston,The Dirty Coast,3:30–4:45 p.m.,5B,ACC,2016,MLA
NA,Sari Altschuler,Emory Univ.,The Publics of Global Health Literature,3:30–4:45 p.m.,9C,ACC,2016,MLA
NA,Cristobal S. Silva,Columbia Univ.,The Publics of Global Health Literature,3:30–4:45 p.m.,9C,ACC,2016,MLA
NA,Karen Thornber,Harvard Univ.,The Publics of Global Health Literature,3:30–4:45 p.m.,9C,ACC,2016,MLA
NA,Priscilla B. Wald,Duke Univ.,The Publics of Global Health Literature,3:30–4:45 p.m.,9C,ACC,2016,MLA
Consumers without Consumption: Film Fandom and Material Culture in Franco’s Spain,Kathleen M. Vernon,NA,Cinema and Public Spheres in Franco's Spain,3:30–4:45 p.m.,201,JW Marriott,2016,MLA
Queering the Desarrollismo Years: The Failures of Sexualized Nationhood in 1960s Spain,Annabel Martín,Dartmouth Coll.,Cinema and Public Spheres in Franco's Spain,3:30–4:45 p.m.,201,JW Marriott,2016,MLA
Confessional Cinema: Religion and Film in the Spanish Public Sphere (1957–75),Jorge P. Pérez,Univ. of Kansas,Cinema and Public Spheres in Franco's Spain,3:30–4:45 p.m.,201,JW Marriott,2016,MLA
'Negro’ and Negro: The Anxious Untranslatability of Black Modernism,Gayle Rogers,Univ. of Pittsburgh,Untranslatable Modernism,3:30–4:45 p.m.,303,JW Marriott,2016,MLA
Building a Steinese Wall,Tze Yin Teo,NA,Untranslatable Modernism,3:30–4:45 p.m.,303,JW Marriott,2016,MLA
The Pharisees,Eric Hayot,Penn State Univ.,Untranslatable Modernism,3:30–4:45 p.m.,303,JW Marriott,2016,MLA
Syntactic Deviation in a Foreign Tongue,Michael E. Huffmaster,Univ. of Puerto Rico,Syntax and Poetry,3:30–4:45 p.m.,10B,ACC,2016,MLA
Parsing The Dream Songs,Calista McRae,Harvard Univ.,Syntax and Poetry,3:30–4:45 p.m.,10B,ACC,2016,MLA
Speculative Data: Postempirical Approaches to the 'Datafication' of Affect and Activity,Shane Denson,Duke Univ.,Weird DH,3:30–4:45 p.m.,Lone Star C,JW Marriott,2016,MLA
Analyzing Belligerent Erasure: Weird Digital Humanities and/in the Native,Jeremy Justus,Univ. of Pittsburgh,Weird DH,3:30–4:45 p.m.,Lone Star C,JW Marriott,2016,MLA
'Weird Tales of Super-K': A Synesthetic Journey into the National Security Archive's Kissinger Correspondence,Micki Kaufman,MLA,Weird DH,3:30–4:45 p.m.,Lone Star C,JW Marriott,2016,MLA
"Danger, Jane Roe! Using Embroidery and Electronics to Make Data Weird",Kim Knight,Univ. of Texas,Weird DH,3:30–4:45 p.m.,Lone Star C,JW Marriott,2016,MLA
NA,Gregory Grazevich,MLA,MLA International Bibliography as the Public Face of Scholarship,3:30–4:45 p.m.,4A,ACC,2016,MLA
NA,Mary Onorato,MLA,MLA International Bibliography as the Public Face of Scholarship,3:30–4:45 p.m.,4A,ACC,2016,MLA
On Two New Books: How Revolutionary Is Our Scholarship Today?,Julia V. Douthwaite,Univ. of Notre Dame,Revolutionary Echoes,3:30–4:45 p.m.,406,JW Marriott,2016,MLA
How Not to Make a Revolution: The Revolution of Naples according to Cuoco,Biliana Kassabova,Stanford Univ.,Revolutionary Echoes,3:30–4:45 p.m.,406,JW Marriott,2016,MLA
The Philosophes in Morocco: Revolutionary Ideas and Islam in the Twenty-First Century,Mary Elizabeth Allen,Univ. of Virginia,Revolutionary Echoes,3:30–4:45 p.m.,406,JW Marriott,2016,MLA
'This Full-Lipped Maiden Has the Heart of a Tiger': Madame Roland as Model and Ideal in Revolutionary China,Cecilia Feilla,Marymount Manhattan Coll.,Revolutionary Echoes,3:30–4:45 p.m.,406,JW Marriott,2016,MLA
Residual Battles: Mobilizing Oppositional Perspectives in The Woman Warrior,Gregory Fenton,Univ. of Guelph,"Forty Years of The Woman Warrior
      ",3:30–4:45 p.m.,8C,ACC,2016,MLA
A Tale for the Time Being: Ruth Ozeki’s Homage to and Revision of The Woman Warrior,Martha J. Cutter,Univ. of Connecticut,"Forty Years of The Woman Warrior
      ",3:30–4:45 p.m.,8C,ACC,2016,MLA
The Woman Warrior in China,Lan Dong,Univ. of Illinois,"Forty Years of The Woman Warrior
      ",3:30–4:45 p.m.,8C,ACC,2016,MLA
Mulan's Daughters: Shifting Visions of The Woman Warrior in a Post-American World,Sandra K. Stanley,California State Univ.,"Forty Years of The Woman Warrior
      ",3:30–4:45 p.m.,8C,ACC,2016,MLA
NA,Caroline D. Eckhardt,Penn State Univ.,Comparative Literature and Global Studies,3:30–4:45 p.m.,202,JW Marriott,2016,MLA
NA,Carl H. Fisher,California State Univ.,Comparative Literature and Global Studies,3:30–4:45 p.m.,202,JW Marriott,2016,MLA
NA,Christopher GoGwilt,Fordham Univ.,Comparative Literature and Global Studies,3:30–4:45 p.m.,202,JW Marriott,2016,MLA
NA,Robert Ryle Shandley,Texas A&M Univ.,Comparative Literature and Global Studies,3:30–4:45 p.m.,202,JW Marriott,2016,MLA
Mapping Transatlantic Piratical Movements and Individuals at the Turn of the Sixteenth Century,Mariana Velazquez,Columbia Univ.,"Maritime Humanities, 1500–1700: Cultural Meanings of the Mediterranean/Atlantic",3:30–4:45 p.m.,306,JW Marriott,2016,MLA
"Hamlet the Pirate, Ophelia the Mermaid: Mimesis, Narration, and the Early Modern Maritime Imagination",Emma Atwood,Boston Coll.,"Maritime Humanities, 1500–1700: Cultural Meanings of the Mediterranean/Atlantic",3:30–4:45 p.m.,306,JW Marriott,2016,MLA
Maritime Disasters: Surviving Shipwreck in Early Modern Portugal,Estela J. Vieira,Indiana Univ.,"Maritime Humanities, 1500–1700: Cultural Meanings of the Mediterranean/Atlantic",3:30–4:45 p.m.,306,JW Marriott,2016,MLA
Declaration of Independence: Origin of American Social Death in Barbara Chase-Riboud’s Sally Hemings,Michael Lackey,Univ. of Minnesota,Social Death and Citizenship,3:30–4:45 p.m.,7,ACC,2016,MLA
Audra Simpson’s Richard: Those without Relations Cease to Be,Reid Gómez,Kalamazoo Coll.,Social Death and Citizenship,3:30–4:45 p.m.,7,ACC,2016,MLA
The Freak Accident and the Absent Black Father: Social Death and Reproductive Futurity in Ann Allen Shockley’s Loving Her,Rebecca Balon,Univ. of California,Social Death and Citizenship,3:30–4:45 p.m.,7,ACC,2016,MLA
"Novelist Charles Johnson: Social Death, the Dead Living, and the Diaspora",Richard Hardack,independent scholar,Social Death and Citizenship,3:30–4:45 p.m.,7,ACC,2016,MLA
Diana’s Merry Women: Finding Robin Hood in John Lyly’s Gallathea,Kristina Sutherland,Univ. of Georgia,Robin Hood in Words and Music,3:30–4:45 p.m.,307,JW Marriott,2016,MLA
"New Words, Old Music, Virtual Collaborations: Robin des bois in Restoration Paris",Peter Mondelli,Univ. of North Texas,Robin Hood in Words and Music,3:30–4:45 p.m.,307,JW Marriott,2016,MLA
Merry Sherwood and the 1795–96 London Theater Season,Linda Veronika Troost,Washington and Jefferson Coll.,Robin Hood in Words and Music,3:30–4:45 p.m.,307,JW Marriott,2016,MLA
"The Popular and Critical Reception of De Koven and Smith’s 1901 Operetta Maid Marian, the Sequel to Robin Hood (1890): Evidence from the Bostonians’ 1901–03 North American Tour",Lorraine K. Stock,Univ. of Houston,Robin Hood in Words and Music,3:30–4:45 p.m.,307,JW Marriott,2016,MLA
As If That Look Must Be the Last,Jacques Khalip,Brown Univ.,The Futures of Shelley's Triumph,3:30–4:45 p.m.,4BC,ACC,2016,MLA
Rhymes of Wonder: Otherness without Distortion,Elizabeth Fay,Univ. of Massachusetts,The Futures of Shelley's Triumph,3:30–4:45 p.m.,4BC,ACC,2016,MLA
'A Veil of Light Is Drawn': Percy Shelley's Minor Cinema,Forest Pyle,Univ. of Oregon,The Futures of Shelley's Triumph,3:30–4:45 p.m.,4BC,ACC,2016,MLA
NA,Matthieu Boyd,Fairleigh Dickinson Univ.,"British, Or?",3:30–4:45 p.m.,205,JW Marriott,2016,MLA
NA,John M. Ganim,Univ. of California,"British, Or?",3:30–4:45 p.m.,205,JW Marriott,2016,MLA
NA,Rebecca Anne Hill,Univ. of California,"British, Or?",3:30–4:45 p.m.,205,JW Marriott,2016,MLA
NA,Kathy M. Lavezzo,Univ. of Iowa,"British, Or?",3:30–4:45 p.m.,205,JW Marriott,2016,MLA
NA,Christopher Taylor,Williams Coll.,"British, Or?",3:30–4:45 p.m.,205,JW Marriott,2016,MLA
Mobile Spectators and Expanding Screens,Deniz Göktürk,Univ. of California,"Readers, Viewers, Listeners, Users",3:30–4:45 p.m.,308,JW Marriott,2016,MLA
Reception Theory in an Online Environment,Verena Kick,Univ. of Washington,"Readers, Viewers, Listeners, Users",3:30–4:45 p.m.,308,JW Marriott,2016,MLA
"Listening before, beyond, and alongside the Human",Daniel Gilfillan,Arizona State Univ.,"Readers, Viewers, Listeners, Users",3:30–4:45 p.m.,308,JW Marriott,2016,MLA
"Rewriting Dante: Lyric Sequences, Attributions, and the Creation of an Author",Laura Banella,Duke Univ.,New Approaches to Material Culture in Medieval and Early Modern Italy,3:30–4:45 p.m.,309,JW Marriott,2016,MLA
The Archetype of Renaissance Dream Interpretation: The Somniale Danielis between Leonardo da Vinci and Gerolamo Cardano,Valerio Cappozzo,Univ. of Mississippi,New Approaches to Material Culture in Medieval and Early Modern Italy,3:30–4:45 p.m.,309,JW Marriott,2016,MLA
The Writing on the Wall: Visual Representations of Rustichello da Pisa's Arthurian Compilation,Elizabeth Florea,Univ. of Texas,New Approaches to Material Culture in Medieval and Early Modern Italy,3:30–4:45 p.m.,309,JW Marriott,2016,MLA
NA,Gabriel Noah Brahm,Northern Michigan Univ.,Boycotting Israeli Academic Institutions,3:30–4:45 p.m.,Lone Star D,JW Marriott,2016,MLA
NA,Rebecca Comay,Univ. of Toronto,Boycotting Israeli Academic Institutions,3:30–4:45 p.m.,Lone Star D,JW Marriott,2016,MLA
NA,Saree Makdisi,Univ. of California,Boycotting Israeli Academic Institutions,3:30–4:45 p.m.,Lone Star D,JW Marriott,2016,MLA
NA,David Tse-chien Pan,Univ. of California,Boycotting Israeli Academic Institutions,3:30–4:45 p.m.,Lone Star D,JW Marriott,2016,MLA
The Biopolitics of Disability,David Mitchell,George Washington Univ.; Sharon Snyder,"Disability, Contingency, Neoliberalism",3:30–4:45 p.m.,18D,ACC,2016,MLA
"Crip Figures: Disability, Austerity, and Aspiration",Robert McRuer,George Washington Univ.,"Disability, Contingency, Neoliberalism",3:30–4:45 p.m.,18D,ACC,2016,MLA
"The Stories We Tell: The ADA, Activism, Narrative, and Affect/Effect",Lennard J. Davis,Univ. of Illinois,"Disability, Contingency, Neoliberalism",3:30–4:45 p.m.,18D,ACC,2016,MLA
Different Rhythms: Land-Based Disability Performances in Precarious Times,Petra Kuppers,Univ. of Michigan,"Disability, Contingency, Neoliberalism",3:30–4:45 p.m.,18D,ACC,2016,MLA
'Frightening as Demons': Representations of Black Masculinity in the Early French Caribbean,Ashley Williard,Univ. of South Carolina,Reexamining New World Encounters: Archives across Cultures,5:15–6:30 p.m.,307,JW Marriott,2016,MLA
Uncovering the Californio Archive: Californios and Anglos in Nineteenth-Century California,Covadonga Lamar Prieto,Univ. of California,Reexamining New World Encounters: Archives across Cultures,5:15–6:30 p.m.,307,JW Marriott,2016,MLA
The Ethiopian Synthesis,Steven William Thomas,Wagner Coll.,Reexamining New World Encounters: Archives across Cultures,5:15–6:30 p.m.,307,JW Marriott,2016,MLA
Interlocking Arms,Ariella Azoulay,Brown Univ.,"Political Concepts in Translation: Activism, Event, Praxis",5:15–6:30 p.m.,303,JW Marriott,2016,MLA
Primitive Accumulation,Ben Conisbee Baer,Princeton Univ.,"Political Concepts in Translation: Activism, Event, Praxis",5:15–6:30 p.m.,303,JW Marriott,2016,MLA
Viral Sovereignty,Anjuli Kolb,Williams Coll.,"Political Concepts in Translation: Activism, Event, Praxis",5:15–6:30 p.m.,303,JW Marriott,2016,MLA
Shame,Bruno Bosteels,Cornell Univ.,"Political Concepts in Translation: Activism, Event, Praxis",5:15–6:30 p.m.,303,JW Marriott,2016,MLA
Thinking and Living the Transnational in the Early African American Imagination,Elizabeth West,Georgia State Univ.,"Africa Is the ""New"" Black:  Transatlantic Vogue(s) and African American Literary Studies",5:15–6:30 p.m.,18A,ACC,2016,MLA
Transnational Complications of Black Identity in Contemporary African American Literature,Venetria Kirsten Patton,Purdue Univ.,"Africa Is the ""New"" Black:  Transatlantic Vogue(s) and African American Literary Studies",5:15–6:30 p.m.,18A,ACC,2016,MLA
Racialized Borders and Ethnic Restrictions on the United States American Literary Landscape,Shauna Morgan Kirlew,Howard Univ.,"Africa Is the ""New"" Black:  Transatlantic Vogue(s) and African American Literary Studies",5:15–6:30 p.m.,18A,ACC,2016,MLA
"Religion, Institution, and Individual after Disestablishment",David Weimer,Harvard Univ.,"Tracing Associations in the Americas, 1770–1860",5:15–6:30 p.m.,8C,ACC,2016,MLA
Early African American Orature: From Individuation to Associationalism,Douglas Jones,Jr.,"Tracing Associations in the Americas, 1770–1860",5:15–6:30 p.m.,8C,ACC,2016,MLA
The Performative Commons and Lateral Kinship in Early America,Elizabeth Maddock Dillon,Northeastern Univ.,"Tracing Associations in the Americas, 1770–1860",5:15–6:30 p.m.,8C,ACC,2016,MLA
NA,Ian Blechschmidt,Northwestern Univ.,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
NA,Jonathan W. Gray,John Jay Coll. of Criminal Justice,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
NA,Aaron Kashtan,Miami Univ.,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
NA,Joshua Kopin,Univ. of Texas,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
NA,Samantha Meier,independent scholar,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
NA,Lara Saguisag,Coll. of Staten Island,The Counterpublics of Underground Comix,5:15–6:30 p.m.,10B,ACC,2016,MLA
The Evidentiary Quotation and Romanticism’s Composite Orders,Dahlia J. Porter,Univ. of North Texas,Romantic Quotation: The Use of Quoted Material in British Romanticism,5:15–6:30 p.m.,6B,ACC,2016,MLA
