presenter_name,presenter_affiliation,presentation_title,session_title,session_description,year
Paula Mathieu,Boston College,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Estephanie Vasquez,Medellin,When Latin American Storytellers Risk Stories of War: A Struggle for UniversityCommunity Reciprocity,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Eric Sepenoski,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for University-Community,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Ernesto Mario Osorio,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for UniversityCommunity Reciprocity,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Tamera Marko,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for University-Community,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Jessica Wirgau,Christiansburg,The Community Is Not Your â€˜Lab': The Risks and Rewards of Developing Mutually Beneficial Relationships,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Tana Schiewer,Virginia Tech University,The Community Is Not Your â€˜Lab': The Risks and Rewards of Developing Mutually,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Elizabeth Lohman,NRV Bike Kitchen,The Community Is Not Your â€˜Lab': The Risks and Rewards of Developing Mutually,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Steve Parks,Syracuse University,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
Marriott,Florida Ballroom II,NA,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive",2015
Kristi Girdharry,Northeastern University,NA,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive",2015
Charles Lesh,Northeastern University,Don't Talk to Strangers!: Graffiti as Public Writing,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive",2015
Sarah Finn,Northeastern University,Student Social Action Texts: Circulation and Agency,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive",2015
Kristi Girdharry,Northeastern University,Engaging Digital Community Spaces in the Composition Classroom,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive",2015
Marriott,Florida Ballroom III,NA,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere,2015
Melody Pugh,University of Michigan,NA,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere,2015
Andrea Rosso Efthymiou,City University of New York Graduate Center/Yeshiva University,Torah Umadda as Institutional Mission: The Risks and Rewards of Rhetorical Education in a Writing,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere,2015
Christopher Parsons,University of Michigan,Religious Literacy as a Rhetorical Resource: How LDS Beliefs and Literacy,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere,2015
Melody Pugh,University of Michigan,The Perils and Possibilities of Self-Disclosure: Navigating Ecumenical Christian,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere,2015
Marriott,Meeting Room 1,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum",2015
Lindal Buchanan,Old Dominion University,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum",2015
Lindal Buchanan,Old Dominion University,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum",2015
Absence,"Location,","Hosting Judy Chicago's â€˜The Dinner Party': Absence, Location,",History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum",2015
Erasure,"and Matronage in Public Memory"" 246",246,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum",2015
Marriott,Meeting Room 2,NA,History,Institutional Histories in the Field of Composition and Rhetoric,2015
Erin Trauth,Texas Tech University,NA,History,Institutional Histories in the Field of Composition and Rhetoric,2015
Dan Baumgardt,University of Wisconsin-Whitewater,A Rhetorical History of Linguistics Outreach in the University Leading,History,Institutional Histories in the Field of Composition and Rhetoric,2015
Matthew Nunes,Ohio University,Harvard and First-Year Composition: What English A was Really Like,History,Institutional Histories in the Field of Composition and Rhetoric,2015
Russel Durst,University of Cincinnati,W. Wilbur Hatfield and the Formation of CCCC,History,Institutional Histories in the Field of Composition and Rhetoric,2015
Tampa CC,Room 15,NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.,2015
Elizabeth Monske,Northern Michigan University,NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.,2015
Gustav Verhulsdonck,"University of Texas at El Paso,",NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.,2015
"""Balancing Code",Networks,"Balancing Code, Networks, Open Access: Incentivizing Open-Source Philosophies to Reframe Online Pedagogies in Proprietary Environments",When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.,2015
Lanette Cadle,Missouri State University,Teaching Teachers about OWI: It's about Knowing Your Options,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.,2015
