presenter_name,presenter_institution,presentation_title,session_title,session_description
cadets,and currently-serving members of the military. NA,NA," Latin@ Caucus Business Meeting  Hilton Room 335C, Level Three Co-Chairs: Raul Sanchez, University of Florida  Iris Ruiz, University of California Merced  Bruce Martin, University of Houston ",NA
D. Alexis Hart,Allegheny College,NA," Writing with Current, Former, and Future Members of   the Military","Hilton Room 333, Level Three"
Michael Edwards,Washington State University NA,NA," Writing with Current, Former, and Future Members of   the Military","Hilton Room 333, Level Three"
Joseph Salvatore,The New School NA,NA," Progressive Approaches to Grammar, Punctuation, and   Usage SIG","Hilton Room 330, Level Three"
Libby Falk Jones,Berea College,NA, Creative Nonfiction in Action: The Difference a  Postcard Makes,"Hilton Ballroom of the Americas Salon B, Level Two"
NA,NA,NA, Creative Nonfiction in Action: The Difference a  Postcard Makes,"Hilton Ballroom of the Americas Salon B, Level Two"
Douglas Hesse,The University of Denver,NA, Creative Nonfiction in Action: The Difference a  Postcard Makes,"Hilton Ballroom of the Americas Salon B, Level Two"
NA,NA,NA, Creative Nonfiction in Action: The Difference a  Postcard Makes,"Hilton Ballroom of the Americas Salon B, Level Two"
Kathleen Blake Yancey,Florida State University NA,NA, Creative Nonfiction in Action: The Difference a  Postcard Makes,"Hilton Ballroom of the Americas Salon B, Level Two"
Helen Foster,University of Texas,NA, Undergraduate Consortium in Rhetoric and Writing,"GRB Room 351D, Level Three"
Angela Petit,GLC Solutions NA,NA, Undergraduate Consortium in Rhetoric and Writing,"GRB Room 351D, Level Three"
Hilton Room 332,Level Three,NA," SIG on Arab, Arab American, and Muslim Identity and  Issues",NA
NA,NA,NA," SIG on Arab, Arab American, and Muslim Identity and  Issues",NA
Tamara Issak,Syracuse University,SIG on Arab and Muslim   Issues," SIG on Arab, Arab American, and Muslim Identity and  Issues",NA
Lana Oweidat,Goucher College,SIG on Arab and Muslim   Issues," SIG on Arab, Arab American, and Muslim Identity and  Issues",NA
Brice Nordquist,Syracuse University NA,NA, Transnational Composition Standing Group,"Hilton Room 327, Level Three"
Megan Schoettler,Miami University of Ohio,NA, Special Interest Group on Undergraduate Research,"GRB Room 340A, Level Three"
Michael Zerbe,York College of Pennsylvania NA,NA, Special Interest Group on Undergraduate Research,"GRB Room 340A, Level Three"
Alice Myatt,University of Mississippi,NA, IWDPA Business Meeting,"Hilton Room 342, Level Three"
NA,NA,NA, IWDPA Business Meeting,"Hilton Room 342, Level Three"
Leslie Werden,Morningside College NA,NA, IWDPA Business Meeting,"Hilton Room 342, Level Three"
share ideas and information,and discuss play and games in composition. NA,NA," Contemplative Writing Pedagogies Special Interest  Group  Hilton Room 337A, Level Three Speakers: Emily Beals, California State University, Fresno  Jennifer Consilio, Lewis University  Donna Strickland, University of Missouri, Columbia ",NA
Stephanie Vie,University of Central Florida,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Danielle Roach,Miami University and Old Dominion University,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Dawn Opel,Arizona State University,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Jennifer deWinter,Worcester Polytechnic Institute,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Kevin Moberly,Old Dominion University,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Megan Mize,Old Dominion University,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Kris Purzycki,University of Wisconsin,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Jill Morris,Frostburg State University,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Emily Bunner,University of North Carolina at Chapel Hill NA,NA, Play and Game Studies Special Interest Group,"Hilton Room 335B, Level Three"
Barbara Gleason,City College of New York,NA, Adult Writers in Diverse Contexts SIG,"GRB Room 351C, Level Three"
Sonia Feder-Lewis,Saint Maryâ€™s University of Minnesota NA,NA, Adult Writers in Diverse Contexts SIG,"GRB Room 351C, Level Three"
Jeffrey Ringer,University of Tennessee NA,NA, Rhetoric and Religious Traditions Standing Group  Business Meeting,"Hilton Room 329, Level Three"
Kevin Eric DePew,Old Dominion University,NA, Special Interest Group for Effective Practices in Online   Writing Instruction: Student Matters and the CCCC   OWI Principles and Effective Practices,"Hilton Room 338, Level Three"
Mahli Mechenbier,Kent State University,NA, Special Interest Group for Effective Practices in Online   Writing Instruction: Student Matters and the CCCC   OWI Principles and Effective Practices,"Hilton Room 338, Level Three"
and practice as teachers,scholars,NA," Community Literacy, Service-Learning, and Public   Rhetorics (SIG)  Hilton 339B, Level Three Co-Chairs: Connie Snyder Mick, Notre Dame University  Joyce Meier, Michigan State University, ""Community Literacy,  Service-Learning, and Public Rhetorics SIG"" ",NA
Benjamin Miller,CUNY Graduate Center,NA, Creative Writing SIG: Creating a Writing Space,"Hilton Room 336A, Level Three"
Ben Ristow,Hobart and William Smith Colleges NA,NA, Creative Writing SIG: Creating a Writing Space,"Hilton Room 336A, Level Three"
Rhonda Grego,Midlands Technical College NA,NA, Studio PLUS Special Interest Group,"Hilton Room 336B, Level Three "
Jennifer Beech,University of Tennessee at Chattanooga,NA, Working-Class Culture and Pedagogy,"Hilton Room 340B, Level Three  "
William Thelin,University of Akron NA,NA, Working-Class Culture and Pedagogy,"Hilton Room 340B, Level Three  "
Caddie Alford,Indiana University,NA, Graduate Student Special Interest Group: Graduate   Student Mentorship,"Hilton Ballroom of the Americas Salon A, Level Two"
Jennifer Warfel Juszkiewicz,Indiana University,NA, Graduate Student Special Interest Group: Graduate   Student Mentorship,"Hilton Ballroom of the Americas Salon A, Level Two"
Katie Zabrowski,Saint Louis University,NA, Graduate Student Special Interest Group: Graduate   Student Mentorship,"Hilton Ballroom of the Americas Salon A, Level Two"
Nathaniel Rivers,Saint Louis University,NA, Graduate Student Special Interest Group: Graduate   Student Mentorship,"Hilton Ballroom of the Americas Salon A, Level Two"
Allison Carr,Coe College,NA, Graduate Student Special Interest Group: Graduate   Student Mentorship,"Hilton Ballroom of the Americas Salon A, Level Two"
